code,name,description,category,url
A1,,,,http://www.fao.org/geonetwork/srv/en/metadata.show?id=12691
A2,,,,http://www.unsalb.org/
A3,,,,http://www.gadm.org/
A4,,,,http://www.iso.org/iso/country_codes.htm
G1,,,,http://www.geonames.org/
G2,,,,http://www.openstreetmap.org/
